6.492955049078464880e-01,3.507044950921535675e-01
6.775270893519768078e-01,3.224729106480231366e-01
8.188356302042200108e-01,1.811643697957798782e-01
8.039925959580545012e-01,1.960074040419453600e-01
8.697962820677126450e-01,1.302037179322872718e-01
8.373409260886520711e-01,1.626590739113480122e-01
7.977123955307972025e-01,2.022876044692028807e-01
7.778494737880395915e-01,2.221505262119604085e-01
8.195384994371464060e-01,1.804615005628535107e-01
7.430020718022847248e-01,2.569979281977152197e-01
7.523094323174720488e-01,2.476905676825279790e-01
6.238789399127978585e-01,3.761210600872020859e-01
8.084254727848160238e-01,1.915745272151838652e-01
8.485015183787200099e-01,1.514984816212800456e-01
8.371499130429764790e-01,1.628500869570235210e-01
8.171296555957335839e-01,1.828703444042664439e-01
8.361326972833328375e-01,1.638673027166671903e-01
7.650705238536605890e-01,2.349294761463394110e-01
5.354200519911777034e-01,4.645799480088223521e-01
5.795446491236608821e-01,4.204553508763390623e-01
3.718152391818329572e-01,6.281847608181669873e-01
7.757822980594420992e-01,2.242177019405578176e-01
5.841755952249593209e-01,4.158244047750407346e-01
7.842026453523174290e-01,2.157973546476825710e-01
6.847833988359321999e-01,3.152166011640678001e-01
7.836290315473526391e-01,2.163709684526474997e-01
8.046084625992614425e-01,1.953915374007385852e-01
7.952508038548096181e-01,2.047491961451904652e-01
8.392702653302842597e-01,1.607297346697157681e-01
5.969113876776057648e-01,4.030886123223942907e-01
7.533216069639366852e-01,2.466783930360632870e-01
4.290663668515472540e-01,5.709336331484528015e-01
4.895304220970504439e-01,5.104695779029496672e-01
6.450715567722649091e-01,3.549284432277349244e-01
5.942228795902080307e-01,4.057771204097920248e-01
6.052056476870973922e-01,3.947943523129027188e-01
7.415863872775187993e-01,2.584136127224812562e-01
7.845600556801247683e-01,2.154399443198752595e-01
7.014504430547524594e-01,2.985495569452474851e-01
7.414316871445759682e-01,2.585683128554238652e-01
5.399445532310385154e-01,4.600554467689614846e-01
5.272090190718445868e-01,4.727909809281553577e-01
3.210256314430868230e-01,6.789743685569131770e-01
5.073526467133092632e-01,4.926473532866907923e-01
3.790206246416202851e-01,6.209793753583797704e-01
