6.123304982211763559e-01,3.876695017788236441e-01
9.235374223834426077e-01,7.646257761655751717e-02
8.032567283170998218e-01,1.967432716829004280e-01
8.784198217090755101e-01,1.215801782909244899e-01
9.022999200490666727e-01,9.770007995093332731e-02
9.093494921160202304e-01,9.065050788397978343e-02
9.676232854000283989e-01,3.237671459997167045e-02
9.341335912143677866e-01,6.586640878563214396e-02
9.639602662296306024e-01,3.603973377036934905e-02
9.537002093786041135e-01,4.629979062139588653e-02
8.607487817673038499e-01,1.392512182326960946e-01
9.384901242753325157e-01,6.150987572466752595e-02
8.562912313684377663e-01,1.437087686315620949e-01
9.586903214345322555e-01,4.130967856546774453e-02
9.343154491451027832e-01,6.568455085489732781e-02
9.353758017048439122e-01,6.462419829515618497e-02
6.898383947875288413e-01,3.101616052124712142e-01
9.097390771915370156e-01,9.026092280846270688e-02
8.891914885519724976e-01,1.108085114480275996e-01
5.107672144562210859e-01,4.892327855437789141e-01
1.241157948606240041e-01,8.758842051393761485e-01
5.607720132854784323e-01,4.392279867145216787e-01
6.570097184454110062e-01,3.429902815545891048e-01
6.048078714988250892e-01,3.951921285011750773e-01
6.525179773889915325e-01,3.474820226110085786e-01
9.012488033726878678e-01,9.875119662731213221e-02
7.872278616928707340e-02,9.212772138307129266e-01
6.160003521630381673e-01,3.839996478369618882e-01
8.781970562976314232e-02,9.121802943702369548e-01
6.634079253660721265e-02,9.336592074633927041e-01
1.140220799664238560e-01,8.859779200335761162e-01
6.366112124616603030e-01,3.633887875383395860e-01
6.036046888882500294e-01,3.963953111117499151e-01
2.800859599780941567e-01,7.199140400219059543e-01
2.054605161387229317e-01,7.945394838612770405e-01
3.059800848292805742e-01,6.940199151707194813e-01
3.381784384879185090e-01,6.618215615120817130e-01
1.913736370462442993e-01,8.086263629537556730e-01
9.015072782020859821e-01,9.849272179791423998e-02
1.699826997624616087e-01,8.300173002375383913e-01
7.826740279284783997e-01,2.173259720715217114e-01
4.392966659041420280e-02,9.560703334095856931e-01
4.044847015833573645e-01,5.955152984166428576e-01
6.268824641846806323e-01,3.731175358153193677e-01
2.727327217473466958e-01,7.272672782526531376e-01
6.501371897070870043e-01,3.498628102929129957e-01
4.879617139071854015e-01,5.120382860928144320e-01
6.412234927333819723e-01,3.587765072666181387e-01
1.433935437254377221e-01,8.566064562745623334e-01
5.929289967801103511e-01,4.070710032198895378e-01
7.957390530321137301e-02,9.204260946967885992e-01
4.285134207168537213e-01,5.714865792831462787e-01
9.018039096884982175e-01,9.819609031150174083e-02
4.728683881263951450e-01,5.271316118736047995e-01
9.228349587168006574e-01,7.716504128319910671e-02
8.820217040007997111e-01,1.179782959992005803e-01
5.888217428234967521e-01,4.111782571765033034e-01
9.371576619243277007e-01,6.284233807567242425e-02
4.843497164826896517e-01,5.156502835173103483e-01
8.972850680450354943e-01,1.027149319549646306e-01
7.508375058932567070e-01,2.491624941067431820e-01
9.108164740121458269e-01,8.918352598785421470e-02
4.936352718140859519e-01,5.063647281859139371e-01
6.279053838483685812e-01,3.720946161516313633e-01
4.717952082825452864e-01,5.282047917174548246e-01
7.291006219787685705e-01,2.708993780212313740e-01
5.084146969558117624e-01,4.915853030441881821e-01
6.537710165542351959e-01,3.462289834457646376e-01
9.139947473975421621e-01,8.600525260245786563e-02
6.608569283479579504e-01,3.391430716520419941e-01
7.618890355655960622e-01,2.381109644344037990e-01
1.576409407345882585e-01,8.423590592654119913e-01
4.488767385434755952e-01,5.511232614565243493e-01
6.042003997521703251e-01,3.957996002478296194e-01
4.905116666457633445e-01,5.094883333542364889e-01
7.627946984601400304e-01,2.372053015398597475e-01
7.810625013346691459e-01,2.189374986653308819e-01
8.236973624738237465e-01,1.763026375261763368e-01
5.797590309166674727e-01,4.202409690833324718e-01
9.475955498896148077e-01,5.240445011038509515e-02
3.463654504957874303e-01,6.536345495042124032e-01
9.396611578039093526e-01,6.033884219609061961e-02
1.392367950055665993e-01,8.607632049944334840e-01
3.750119075213933506e-01,6.249880924786066494e-01
7.437963946477565980e-01,2.562036053522434020e-01
9.039209969647764575e-01,9.607900303522354246e-02
9.163908715754718326e-01,8.360912842452804250e-02
8.539708787497268805e-01,1.460291212502731195e-01
8.553192906075434143e-01,1.446807093924565024e-01
8.047050550609766706e-01,1.952949449390233017e-01
7.863734234457890881e-01,2.136265765542109951e-01
8.377324641311287845e-01,1.622675358688710490e-01
8.787633453596223054e-01,1.212366546403776252e-01
9.572781826251517412e-01,4.272181737484826575e-02
6.264642704814989971e-01,3.735357295185009474e-01
9.402716314462565839e-01,5.972836855374352022e-02
9.393557374167708085e-01,6.064426258322928170e-02
3.275265460559562691e-01,6.724734539440437864e-01
9.431220806179402283e-01,5.687791938205977865e-02
2.632714794847891837e-01,7.367285205152106498e-01
9.278208539500188978e-01,7.217914604998092176e-02
8.988556828677783939e-01,1.011443171322216061e-01
9.554281437555232070e-01,4.457185624447676520e-02
9.732457243402212743e-01,2.675427565977871527e-02
5.281608335904611762e-01,4.718391664095389904e-01
9.196347233860897585e-01,8.036527661390997779e-02
8.235138685569375339e-01,1.764861314430624661e-01
5.724793046182773404e-01,4.275206953817226596e-01
9.402943477067513545e-01,5.970565229324865247e-02
9.183531539948226463e-01,8.164684600517743696e-02
7.150430314189999415e-01,2.849569685810001696e-01
9.441955369885320914e-01,5.580446301146781835e-02
5.896711936666845233e-01,4.103288063333155877e-01
7.250676465398562254e-01,2.749323534601438301e-01
4.163203978833147634e-01,5.836796021166852366e-01
4.312493314704909930e-01,5.687506685295089515e-01
4.443653648185272864e-01,5.556346351814727136e-01
4.322065719408559326e-01,5.677934280591441230e-01
3.040079260028928365e-01,6.959920739971072745e-01
4.490705015945827272e-01,5.509294984054172728e-01
8.750850816960165091e-01,1.249149183039835742e-01
7.633567939164158656e-01,2.366432060835840512e-01
9.237449502378518584e-01,7.625504976214811381e-02
8.705857200484791170e-01,1.294142799515211328e-01
9.531438536243449500e-01,4.685614637565511942e-02
6.872280628743173692e-01,3.127719371256826864e-01
8.993420136140768406e-01,1.006579863859232565e-01
3.780775909345686081e-01,6.219224090654313919e-01
5.333532515935389684e-01,4.666467484064610871e-01
5.818247855826326198e-01,4.181752144173673247e-01
5.050921349818852102e-01,4.949078650181145678e-01
8.090640692574322390e-01,1.909359307425677887e-01
